"calldate_first","calldate_last","INET_NTOA(sipcallerip)","calls_qty_per_ip","connect_duration_minutes"
"2018-01-02 13:16:16","2018-01-04 21:51:26","24.114.70.193",43,67.8667
"2018-01-11 17:57:59","2018-01-23 12:38:32","24.114.48.20",46,67.8500
"2018-02-06 15:54:46","2018-02-08 23:31:36","72.139.196.12",32,67.7333
"2018-01-03 14:17:52","2018-01-24 17:49:48","96.83.70.190",50,67.2000
"2018-04-11 19:22:14","2018-04-25 13:00:25","142.167.23.207",3,67.1667
"2018-03-21 17:36:39","2018-04-02 20:11:03","72.139.197.189",98,66.1833
"2018-02-14 20:39:16","2018-02-14 23:50:36","184.151.231.208",4,66.0667
"2018-01-12 13:29:57","2018-01-18 16:59:28","142.162.0.37",59,65.6833
"2018-01-05 17:45:31","2018-01-11 13:16:59","24.114.54.36",17,65.6000
"2018-01-02 10:30:48","2018-01-05 19:14:30","24.114.71.248",30,65.1333
"2018-04-24 13:38:25","2018-05-30 17:29:13","186.188.238.76",62,63.7667
"2018-04-19 13:50:15","2018-04-27 17:26:19","45.3.5.129",56,63.6000
"2018-02-08 00:04:58","2018-02-08 00:41:35","112.135.4.228",12,63.5500
"2018-05-23 16:57:06","2018-05-23 16:57:06","24.114.44.66",1,63.3167
"2018-03-12 15:12:21","2018-03-12 20:42:18","166.170.223.225",24,63.2333
"2018-01-08 16:56:40","2018-05-30 19:59:19","68.68.119.97",29,63.0833
"2018-01-02 15:41:12","2018-05-16 12:56:00","73.72.204.196",25,62.8833
"2018-01-26 13:33:34","2018-02-27 15:12:55","47.55.67.227",52,62.4833
"2018-03-19 09:39:43","2018-03-25 14:03:05","24.114.85.26",62,62.3667
"2018-04-16 15:09:58","2018-04-17 19:33:50","72.139.194.44",28,62.0000
"2018-02-14 12:04:03","2018-02-15 18:00:54","142.162.0.127",74,61.7667
"2018-01-14 02:07:39","2018-01-14 17:17:41","112.135.35.167",22,61.7333
"2018-05-14 23:57:13","2018-05-14 23:57:13","72.143.230.172",1,61.6500
"2018-03-21 15:45:18","2018-03-24 19:39:51","166.175.56.137",30,61.6333
"2018-04-27 15:56:30","2018-05-25 20:00:42","107.179.149.19",36,61.1167
"2018-05-30 15:58:30","2018-05-30 16:22:48","142.177.102.208",2,61.0333
"2018-05-15 11:14:03","2018-05-22 00:28:38","72.139.192.48",49,60.7500
"2018-02-09 17:56:01","2018-02-09 18:01:13","38.132.125.169",4,60.7500
"2018-03-14 17:58:12","2018-04-21 20:06:35","99.199.89.33",9,60.1667
"2018-05-01 14:26:36","2018-05-04 18:44:00","24.50.176.196",48,60.1333
"2018-05-28 14:41:57","2018-05-30 21:23:56","24.50.170.68",36,60.1000
"2018-04-12 19:08:09","2018-05-22 17:51:02","24.123.25.58",50,60.0833
"2018-02-05 16:32:54","2018-02-13 14:02:23","72.139.205.134",20,59.6000
"2018-01-24 16:29:52","2018-01-24 16:39:58","112.135.8.31",4,59.5500
"2018-05-31 11:29:15","2018-05-31 17:06:20","142.162.30.133",10,59.4500
"2018-05-17 13:28:34","2018-05-28 13:02:52","24.50.173.170",32,59.2667
"2018-04-02 13:48:51","2018-04-07 15:55:27","142.166.53.158",31,58.8500
"2018-02-02 00:48:51","2018-02-02 05:14:44","112.135.11.40",28,58.5333
"2018-03-15 13:06:44","2018-03-16 18:48:30","45.3.25.60",12,58.2667
"2018-05-14 13:45:03","2018-05-16 20:26:51","24.50.182.112",44,58.2000
"2018-01-31 18:04:05","2018-02-01 03:48:09","112.135.8.163",28,58.0833
"2018-01-06 14:23:02","2018-01-11 11:46:03","24.114.76.139",29,56.9000
"2018-02-20 01:35:41","2018-02-20 09:22:12","112.135.45.155",36,56.8000
"2018-02-17 07:29:03","2018-02-18 16:46:48","112.135.34.149",40,56.4667
"2018-03-12 19:22:15","2018-04-27 20:08:09","208.114.129.12",24,56.3167
"2018-05-14 21:01:47","2018-05-23 21:09:55","12.215.54.79",4,56.2167
"2018-01-29 17:48:04","2018-02-02 22:53:20","24.50.177.219",26,56.1000
"2018-02-05 17:23:16","2018-04-26 19:48:20","104.153.50.238",20,56.0000
"2018-05-07 16:42:04","2018-05-23 13:03:52","156.57.79.138",28,55.7333
"2018-03-06 23:59:38","2018-05-16 17:04:50","174.6.106.127",15,55.6667
"2018-03-01 01:44:42","2018-05-04 17:33:51","70.69.144.53",23,55.3000
"2018-01-19 11:11:12","2018-01-19 18:20:48","112.135.7.17",16,54.4667
"2018-05-15 19:16:21","2018-05-16 20:02:26","24.50.180.246",51,54.3167
"2018-04-02 12:43:42","2018-04-02 18:24:54","72.139.205.156",6,54.2000
"2018-01-03 22:01:38","2018-01-09 22:09:43","99.75.48.246",58,54.1833
"2018-05-24 22:13:25","2018-05-28 03:17:44","74.59.171.24",47,53.9833
"2018-01-23 01:10:21","2018-01-23 05:18:56","112.135.9.38",32,53.8000
"2018-02-12 17:57:00","2018-02-13 19:36:28","142.162.0.31",34,52.7500
"2018-01-23 21:49:06","2018-01-25 02:55:14","189.149.11.240",4,52.3833
"2018-03-13 22:18:15","2018-03-18 18:13:59","24.114.80.98",44,52.0667
"2018-01-22 10:38:01","2018-01-22 17:02:08","112.135.9.139",10,51.9833
"2018-04-18 20:17:44","2018-04-19 17:18:40","209.52.88.137",14,51.9000
"2018-03-19 18:26:41","2018-05-30 19:19:27","24.80.87.110",11,51.5333
"2018-01-03 20:24:58","2018-02-06 00:18:13","209.33.127.175",14,51.2167
"2018-05-16 17:15:33","2018-05-31 15:09:43","64.231.60.161",44,50.6833
"2018-03-12 20:39:22","2018-04-06 14:00:11","72.38.22.139",9,50.6667
"2018-03-26 17:59:14","2018-04-01 17:51:26","72.139.204.34",28,49.8333
"2018-05-03 13:40:37","2018-05-18 22:10:39","24.80.36.241",4,49.7667
"2018-05-04 12:16:20","2018-05-06 17:00:53","72.139.203.137",54,49.7667
"2018-05-23 20:24:15","2018-05-31 18:02:46","72.143.235.233",56,49.7167
"2018-03-28 13:33:56","2018-04-06 13:01:43","173.177.144.225",9,49.4500
"2018-05-02 23:34:32","2018-05-03 22:37:52","104.157.99.85",11,49.4000
"2018-05-31 18:03:26","2018-05-31 18:03:26","24.80.61.71",1,48.8167
"2018-02-18 10:02:33","2018-05-10 16:45:49","154.5.103.156",15,48.7833
"2018-03-15 17:00:17","2018-03-15 17:00:17","86.168.239.232",2,48.3000
"2018-01-19 20:31:28","2018-02-01 15:08:57","45.3.9.95",39,48.0167
"2018-05-25 11:40:37","2018-05-28 17:23:21","142.162.0.236",35,47.7500
"2018-01-17 23:38:58","2018-05-23 17:23:46","24.20.219.128",17,47.7500
"2018-05-22 14:31:40","2018-05-24 17:16:34","142.162.0.208",24,47.6000
"2018-02-08 15:00:13","2018-02-09 14:44:28","166.175.188.29",28,47.4000
"2018-03-28 14:04:58","2018-04-26 15:54:12","192.171.52.243",34,47.3500
"2018-03-22 11:23:39","2018-03-31 17:58:05","72.139.197.21",44,47.1667
"2018-05-08 14:50:10","2018-05-13 18:17:56","142.166.53.173",39,46.9000
"2018-01-27 00:50:03","2018-01-27 02:21:46","112.135.0.251",17,46.7667
"2018-03-14 15:15:58","2018-04-17 14:48:33","70.31.140.60",35,46.5000
"2018-01-12 10:28:52","2018-01-23 18:13:07","24.114.77.220",40,45.9167
"2018-01-10 02:49:22","2018-01-10 17:09:00","198.13.235.65",8,45.6333
"2018-01-24 19:58:21","2018-02-01 21:07:45","24.114.66.63",30,45.0500
"2018-01-15 16:57:50","2018-01-15 19:10:49","173.239.230.35",6,45.0000
"2018-01-02 15:52:10","2018-01-05 04:02:42","24.114.51.178",33,44.9833
"2018-03-20 11:35:46","2018-03-26 14:09:09","45.3.4.202",28,44.9000
"2018-01-01 20:03:40","2018-01-05 01:06:03","24.114.69.185",19,44.8667
"2018-01-26 03:46:39","2018-04-06 15:30:14","104.204.92.210",33,44.8333
"2018-01-05 17:29:50","2018-01-11 13:44:42","24.114.76.220",22,44.4167
"2018-03-02 15:48:14","2018-05-29 18:58:23","99.37.196.249",34,43.9833
"2018-05-14 16:11:00","2018-05-30 14:11:48","76.69.85.147",12,43.9333
"2018-05-08 18:55:07","2018-05-08 20:55:36","209.171.88.198",7,43.7833
"2018-01-05 14:43:56","2018-01-11 06:37:32","24.114.76.200",24,43.7500
"2018-05-13 22:26:15","2018-05-13 23:04:23","151.236.6.106",122,43.1833
"2018-03-13 14:16:02","2018-03-18 02:04:20","181.115.183.205",6,42.9667
"2018-01-09 15:00:37","2018-05-28 15:27:47","207.6.48.205",176,42.9333
"2018-02-08 04:47:33","2018-02-08 05:57:35","112.135.8.223",14,42.5167
"2018-01-07 13:46:17","2018-01-08 06:41:42","112.135.34.155",20,42.1833
"2018-03-26 19:29:39","2018-04-04 12:40:49","45.3.4.12",22,42.0000
"2018-05-10 16:03:35","2018-05-18 20:52:28","99.228.65.144",4,41.9167
"2018-04-03 15:30:08","2018-05-10 14:17:04","173.33.187.38",12,41.8000
"2018-03-26 14:30:17","2018-03-27 20:45:20","166.175.62.159",28,41.8000
"2018-05-11 13:53:07","2018-05-11 19:30:30","209.171.88.233",10,41.3500
"2018-01-05 14:25:41","2018-01-11 13:57:06","24.114.72.208",31,41.2333
"2018-05-24 15:36:13","2018-05-24 23:48:39","104.157.99.4",17,40.8167
"2018-04-02 16:18:50","2018-04-11 14:12:39","174.93.22.66",10,40.5000
"2018-04-24 15:59:54","2018-04-24 16:39:07","99.199.99.214",5,40.0333
"2018-01-24 16:24:08","2018-04-19 15:57:01","99.228.8.81",15,39.9167
"2018-05-29 23:42:34","2018-05-30 18:04:54","184.151.246.242",3,39.8667
"2018-04-03 18:27:20","2018-05-31 18:54:44","159.118.210.21",8,39.6667
"2018-02-06 00:44:51","2018-02-06 05:09:51","112.135.2.252",10,39.6167
"2018-05-02 12:18:50","2018-05-06 16:27:00","72.139.202.166",44,39.4000
"2018-01-25 14:00:39","2018-02-01 15:06:20","24.114.93.83",29,39.3833
"2018-01-02 16:47:11","2018-01-30 14:41:01","45.3.4.220",21,39.2500
"2018-03-09 20:23:53","2018-03-09 20:46:52","74.12.93.4",4,38.8000
"2018-04-29 18:00:01","2018-05-04 18:03:07","24.50.180.211",32,38.5333
"2018-05-02 14:09:27","2018-05-02 15:51:32","209.171.88.139",24,38.3333
"2018-04-27 13:23:58","2018-04-27 18:16:26","24.50.165.159",30,38.1667
"2018-03-26 13:13:54","2018-03-31 17:09:41","72.139.205.135",40,38.1000
"2018-01-28 01:08:40","2018-01-28 07:21:21","112.135.12.234",26,38.0667
"2018-03-23 11:25:19","2018-03-29 15:07:48","142.162.0.192",22,38.0167
"2018-03-22 11:04:53","2018-03-26 01:34:38","72.139.206.189",44,37.6000
"2018-01-02 02:02:55","2018-04-04 15:22:20","190.144.77.206",12,37.5167
"2018-02-09 14:02:17","2018-02-11 01:09:36","209.171.88.116",20,37.5000
"2018-05-09 17:01:50","2018-05-29 21:31:55","174.91.24.111",13,37.0000
"2018-03-01 19:29:12","2018-03-02 02:31:30","112.135.5.47",20,36.8333
"2018-01-21 17:56:45","2018-04-09 17:46:58","216.123.248.93",11,36.6833
"2018-01-06 23:36:04","2018-01-10 18:00:23","24.114.49.141",17,36.6500
"2018-04-03 09:55:32","2018-04-03 18:35:02","72.139.196.57",12,36.3500
"2018-01-02 15:01:55","2018-01-05 18:44:41","45.3.8.157",17,36.0833
"2018-05-10 22:28:15","2018-05-10 22:55:56","184.151.231.0",6,35.9333
"2018-04-13 13:21:10","2018-04-14 11:25:32","72.139.193.205",26,35.9333
"2018-01-23 19:00:10","2018-01-23 19:03:38","24.114.43.168",2,35.7667
"2018-04-26 13:41:44","2018-05-02 16:58:21","76.69.87.47",30,35.7667
"2018-01-29 14:50:58","2018-01-29 16:31:44","112.135.10.73",14,35.5833
"2018-01-02 18:48:20","2018-01-03 06:50:06","112.135.33.8",16,35.5333
"2018-03-28 15:02:33","2018-03-28 17:28:26","166.175.188.97",8,35.3333
"2018-01-03 13:27:51","2018-01-04 19:36:43","142.162.1.180",20,35.2167
"2018-01-11 20:45:07","2018-01-22 11:53:01","24.114.76.191",28,35.1000
"2018-02-09 17:48:25","2018-02-13 18:33:05","184.145.98.19",28,34.5000
"2018-01-02 10:31:54","2018-01-04 19:42:22","24.114.51.186",19,34.4167
"2018-02-12 14:46:43","2018-03-02 18:22:15","45.3.20.138",18,34.2000
"2018-04-02 17:26:58","2018-04-02 23:26:49","199.7.158.247",7,34.1500
"2018-01-31 02:21:15","2018-01-31 10:21:56","112.135.8.49",18,33.9667
"2018-05-10 18:54:11","2018-05-31 17:28:07","184.65.220.182",35,33.8833
"2018-03-20 15:35:33","2018-03-20 19:14:42","99.237.250.37",32,33.5000
"2018-04-03 18:13:06","2018-04-04 14:41:00","24.50.170.223",14,33.0000
"2018-02-26 15:48:38","2018-02-27 01:31:02","112.135.4.229",16,32.9333
"2018-01-30 18:05:01","2018-05-28 15:03:33","104.250.92.230",28,32.7833
"2018-03-20 21:24:08","2018-03-29 22:44:19","24.50.170.124",46,32.7667
"2018-01-30 01:00:47","2018-01-30 01:17:20","112.135.10.114",8,32.7333
"2018-05-24 12:24:57","2018-05-24 13:08:09","45.3.14.60",7,32.7000
"2018-01-26 03:53:21","2018-01-26 04:21:25","112.135.1.101",14,32.3000
"2018-03-19 10:29:28","2018-03-20 17:06:33","24.114.90.29",12,31.6000
"2018-03-14 15:33:37","2018-03-14 15:33:37","107.139.152.52",2,31.6000
"2018-04-23 12:48:41","2018-04-23 14:41:53","24.50.178.221",16,31.4333
"2018-04-02 16:08:57","2018-04-04 04:55:34","109.228.254.135",15,31.3000
"2018-01-06 19:49:01","2018-01-08 16:25:56","189.177.237.102",4,31.3000
"2018-04-21 00:04:47","2018-05-05 15:16:41","72.39.142.89",19,31.2667
"2018-03-08 17:46:48","2018-03-09 21:14:26","23.91.158.248",12,30.7667
"2018-01-06 16:36:52","2018-01-07 03:07:03","112.135.35.116",16,30.6833
"2018-03-02 15:40:20","2018-03-02 16:26:18","190.60.91.142",14,30.3667
"2018-02-01 09:22:56","2018-02-01 16:27:50","112.135.8.164",8,30.2333
"2018-03-23 16:03:24","2018-03-23 19:40:59","184.151.36.152",8,30.0333
"2018-01-20 01:11:13","2018-01-20 05:19:42","112.135.1.26",22,29.8667
"2018-03-28 18:32:16","2018-04-21 18:09:31","174.1.170.146",9,29.6167
"2018-04-02 17:21:00","2018-04-17 13:22:45","186.188.242.189",37,29.2833
"2018-04-25 16:30:44","2018-04-25 19:36:20","24.50.181.71",20,28.2000
"2018-03-20 20:12:08","2018-03-21 20:39:18","184.151.37.244",18,27.9167
"2018-01-15 08:43:45","2018-01-15 09:03:39","112.135.7.128",4,27.9000
"2018-01-27 16:55:09","2018-01-27 17:31:33","112.135.5.29",10,27.6000
"2018-03-29 17:39:46","2018-03-29 20:39:21","184.151.231.224",6,27.3833
"2018-02-08 17:48:37","2018-02-08 18:05:56","112.135.10.237",6,27.3000
"2018-03-02 15:39:50","2018-03-03 01:33:50","112.135.7.138",14,26.5500
"2018-03-20 00:40:40","2018-05-31 18:31:05","99.35.97.171",27,26.4000
"2018-03-02 19:02:31","2018-03-02 21:33:22","70.30.149.66",13,26.1500
"2018-01-17 15:01:47","2018-01-17 15:01:47","207.112.121.231",1,25.8667
"2018-01-01 05:15:48","2018-01-12 18:48:42","24.50.167.222",29,25.8667
"2018-04-13 13:19:27","2018-04-19 00:52:42","24.50.178.56",26,25.7667
"2018-02-26 14:47:12","2018-02-26 15:00:52","198.13.233.21",12,25.7333
"2018-04-25 11:49:59","2018-04-25 17:11:05","45.3.25.9",14,25.6000
"2018-05-14 18:34:59","2018-05-31 17:41:00","216.221.66.125",23,25.6000
"2018-05-31 15:01:44","2018-05-31 18:57:15","24.50.173.27",9,25.2833
"2018-01-10 14:02:08","2018-01-17 18:31:54","45.3.6.48",20,25.1667
"2018-01-08 12:59:35","2018-01-09 23:29:42","190.80.11.194",10,24.7333
"2018-01-30 20:19:46","2018-02-03 19:58:28","166.171.58.141",10,24.6333
"2018-03-05 14:44:35","2018-03-05 16:53:14","166.170.31.50",16,24.4333
"2018-05-01 19:48:23","2018-05-01 19:59:55","76.66.121.249",10,24.3667
"2018-01-18 15:40:47","2018-01-18 18:37:09","112.135.0.157",25,24.1167
"2018-01-01 12:54:13","2018-01-04 20:02:45","24.114.78.136",20,23.9667
"2018-02-16 19:15:13","2018-02-16 19:23:01","70.30.71.118",4,23.9667
"2018-05-26 12:38:41","2018-05-31 15:13:46","209.171.88.27",15,23.9000
"2018-01-03 15:29:13","2018-01-03 21:17:12","198.13.249.33",9,23.5833
"2018-01-26 01:37:28","2018-01-26 01:53:00","112.135.6.181",8,23.5667
"2018-01-01 02:16:41","2018-01-01 06:51:18","112.135.32.64",16,23.5500
"2018-05-07 18:25:22","2018-05-07 19:24:16","184.151.231.103",2,23.4833
"2018-04-07 13:05:58","2018-04-07 13:05:58","104.244.9.242",2,23.4333
"2018-05-02 17:16:10","2018-05-06 20:56:35","72.139.206.171",12,23.3333
"2018-04-23 14:45:57","2018-04-24 14:49:02","208.95.95.133",6,23.2500
"2018-04-15 10:29:48","2018-04-15 18:32:33","72.139.199.251",28,22.8000
"2018-02-13 17:32:26","2018-03-20 16:53:31","50.65.208.4",4,22.5500
"2018-04-06 17:19:25","2018-04-06 20:42:44","184.151.190.174",4,22.4000
"2018-01-17 00:36:08","2018-01-17 06:01:13","112.135.9.214",16,22.2667
"2018-02-16 17:22:42","2018-02-16 18:03:23","112.135.33.224",12,22.0833
"2018-02-06 14:24:31","2018-02-08 15:13:51","72.139.192.78",16,21.8667
"2018-01-27 04:15:15","2018-01-27 07:03:53","112.135.8.212",16,21.8167
"2018-01-24 16:03:31","2018-03-16 16:56:13","184.151.231.62",4,21.5000
"2018-02-02 05:23:19","2018-02-02 06:13:06","112.135.10.227",12,21.4667
"2018-03-06 22:50:04","2018-03-07 20:01:03","2.124.203.237",4,21.4333
"2018-05-11 01:37:42","2018-05-11 01:37:42","181.197.105.138",1,21.4167
"2018-04-01 13:04:21","2018-04-02 15:04:37","72.139.205.249",12,21.4000
"2018-01-20 16:57:47","2018-01-21 01:31:50","112.135.10.99",12,21.3667
"2018-05-15 17:47:25","2018-05-15 20:10:19","24.50.185.238",2,21.2833
"2018-04-11 17:10:37","2018-04-12 20:14:15","24.50.187.122",25,21.2667
"2018-04-02 18:01:04","2018-04-05 14:25:07","142.166.133.180",7,21.0000
"2018-03-16 20:45:56","2018-03-16 21:14:52","37.75.211.39",21,20.5333
"2018-01-20 06:33:50","2018-01-20 16:00:39","112.135.2.169",16,20.5333
"2018-03-08 12:03:47","2018-03-21 14:03:02","209.128.39.26",15,20.2333
"2018-02-20 17:42:46","2018-02-20 18:03:01","72.143.234.86",8,20.1333
"2018-01-11 19:55:03","2018-01-25 20:30:56","216.113.202.206",14,20.0167
"2018-04-15 20:04:10","2018-04-15 20:04:55","70.31.62.51",2,19.9333
"2018-01-10 15:01:51","2018-01-10 19:31:37","142.114.169.95",7,19.9333
"2018-01-01 18:20:22","2018-01-04 21:41:52","24.114.76.135",15,19.8500
"2018-01-01 02:58:03","2018-01-04 15:46:23","189.177.247.187",3,19.7667
"2018-01-16 15:10:22","2018-01-16 17:30:12","112.135.0.89",16,19.7500
"2018-01-30 16:24:12","2018-01-30 18:26:24","112.135.3.213",8,19.6000
"2018-02-07 01:04:09","2018-02-07 06:51:15","112.135.7.166",18,19.5000
"2018-03-12 21:20:37","2018-03-12 22:22:33","181.39.151.56",12,19.4000
"2018-04-20 19:24:50","2018-04-20 19:47:47","64.180.196.195",3,19.3833
"2018-01-18 00:51:14","2018-01-19 17:12:46","24.30.147.93",6,19.3167
"2018-03-02 17:51:19","2018-03-02 18:10:18","190.131.249.138",10,19.3167
"2018-01-09 16:31:21","2018-01-10 19:04:48","70.27.126.219",10,19.2833
"2018-02-27 00:18:56","2018-02-27 17:28:06","206.126.126.211",20,19.2667
"2018-04-16 19:39:00","2018-04-30 16:42:22","50.207.96.200",218,19.1333
"2018-04-10 13:59:02","2018-04-16 17:05:18","24.50.188.189",10,18.8333
"2018-03-19 16:49:56","2018-04-21 04:33:47","74.194.48.141",6,18.7667
"2018-01-09 00:24:10","2018-01-09 00:27:33","24.114.43.126",2,18.6500
"2018-02-27 16:42:01","2018-02-27 19:58:49","112.135.8.166",6,18.5667
"2018-04-04 16:33:03","2018-05-02 21:13:29","162.156.67.161",6,18.3167
"2018-04-15 09:55:25","2018-04-15 17:17:47","72.139.198.49",12,18.3000
"2018-01-27 01:35:57","2018-01-27 01:49:21","189.149.138.217",6,18.1667
"2018-03-03 02:48:39","2018-03-03 03:46:52","112.135.5.41",16,18.1000
"2018-01-01 22:37:04","2018-01-04 19:36:23","24.114.70.110",9,17.9500
"2018-04-27 16:38:13","2018-04-29 10:53:31","24.50.176.175",16,17.8667
"2018-01-12 20:40:20","2018-01-12 20:43:45","96.47.238.139",2,17.8333
"2018-01-31 11:29:04","2018-01-31 17:11:30","112.135.1.106",20,17.8167
"2018-04-17 13:40:26","2018-04-18 19:08:52","24.50.170.73",12,17.5667
"2018-01-17 09:29:58","2018-01-17 15:55:56","112.135.12.232",4,17.3667
"2018-04-23 21:58:00","2018-04-27 21:09:11","70.162.99.102",6,17.3667
"2018-03-01 14:09:01","2018-03-01 14:17:46","198.13.221.61",4,16.9667
"2018-05-07 11:49:03","2018-05-08 16:10:27","72.139.194.150",4,16.9667
"2018-05-04 19:13:35","2018-05-05 18:37:56","72.139.194.74",16,16.9000
"2018-02-26 03:45:44","2018-02-26 05:48:49","112.135.10.56",14,16.7833
"2018-02-28 03:50:06","2018-02-28 04:36:14","112.135.8.224",14,16.7000
"2018-02-19 13:01:04","2018-02-19 13:57:46","47.55.142.231",6,16.5000
"2018-05-16 19:16:27","2018-05-18 16:09:59","70.31.189.117",10,16.4500
"2018-05-30 00:51:07","2018-05-31 04:55:02","184.151.231.89",6,16.4333
"2018-02-20 20:42:14","2018-02-20 22:21:32","24.114.45.53",4,16.2667
"2018-01-04 13:42:41","2018-01-04 13:46:03","112.135.33.227",2,16.2500
"2018-01-05 14:16:09","2018-01-10 16:34:59","24.114.55.249",12,16.1833
"2018-05-28 12:10:52","2018-05-31 17:16:11","24.50.167.99",8,16.1333
"2018-05-09 22:25:36","2018-05-09 22:25:36","24.114.36.176",1,15.9167
"2018-05-11 19:52:15","2018-05-11 20:04:41","72.139.206.253",6,15.8667
"2018-04-24 15:43:59","2018-04-24 15:43:59","99.199.97.104",1,15.6667
"2018-05-25 10:17:38","2018-05-25 14:41:21","209.171.88.150",5,15.6333
"2018-04-09 16:34:32","2018-04-09 16:34:32","184.151.231.42",1,15.5667
"2018-04-24 13:47:42","2018-04-25 14:37:54","24.50.178.65",10,15.3333
"2018-01-05 14:12:29","2018-01-05 14:58:42","174.93.22.190",2,15.2500
"2018-01-21 18:54:31","2018-01-22 16:18:03","24.114.54.61",6,15.2333
"2018-01-25 01:11:18","2018-01-25 04:17:57","112.135.6.200",6,15.1000
"2018-01-10 04:33:49","2018-01-10 05:53:14","112.135.34.113",6,15.1000
"2018-01-09 14:30:01","2018-01-11 16:08:37","70.31.143.226",2,15.0333
"2018-01-26 15:40:25","2018-01-26 15:48:35","192.102.254.63",8,14.9833
"2018-01-24 22:36:08","2018-02-14 16:20:13","186.188.219.186",32,14.8667
"2018-01-19 00:51:14","2018-01-19 06:35:49","112.135.1.167",18,14.8500
"2018-05-07 23:39:50","2018-05-18 13:59:24","72.143.65.210",26,14.8333
"2018-01-16 15:10:37","2018-01-17 16:21:35","70.29.0.74",3,14.7667
"2018-03-06 16:47:29","2018-03-07 01:19:11","112.135.9.27",14,14.7333
"2018-02-20 01:06:19","2018-02-20 01:17:37","112.135.33.26",8,14.6833
"2018-01-24 10:32:11","2018-01-24 17:47:04","24.114.51.151",3,14.6667
"2018-01-21 18:08:45","2018-01-21 18:14:41","112.135.6.92",6,14.6333
"2018-04-22 22:00:12","2018-04-22 22:00:12","208.95.95.130",1,14.6000
"2018-01-24 23:57:52","2018-01-31 21:19:16","24.244.32.133",6,14.4167
"2018-04-19 16:26:53","2018-04-19 21:40:08","24.50.163.73",16,14.3333
"2018-03-06 04:08:24","2018-03-06 04:08:24","24.244.32.146",1,14.3333
"2018-01-02 13:58:09","2018-01-09 14:21:53","45.3.11.162",13,14.3000
"2018-01-18 00:34:59","2018-01-18 01:31:52","112.135.5.226",12,14.2833
"2018-05-14 13:38:20","2018-05-15 14:15:34","70.31.238.226",16,14.1167
"2018-05-18 15:09:15","2018-05-18 15:09:15","24.244.23.119",1,14.1000
"2018-05-22 14:27:27","2018-05-24 18:07:04","70.30.134.196",13,14.0667
"2018-03-28 20:48:42","2018-03-28 20:48:42","184.151.231.150",1,14.0667
"2018-01-08 01:09:50","2018-01-08 01:09:50","189.177.243.143",1,13.9000
"2018-02-26 16:33:22","2018-03-05 19:32:13","192.168.20.100",27,13.8333
"2018-02-20 22:24:11","2018-02-20 22:27:46","24.244.32.167",2,13.7333
"2018-05-11 22:42:41","2018-05-11 23:02:50","72.143.226.189",2,13.6667
"2018-02-01 04:04:04","2018-02-01 04:53:05","112.135.1.98",10,13.6500
"2018-04-27 17:20:34","2018-04-29 04:40:01","70.49.210.161",17,13.5167
"2018-01-18 07:07:19","2018-01-18 10:51:41","112.135.3.187",6,13.4167
"2018-02-25 22:55:31","2018-02-25 22:59:09","181.179.33.12",2,13.3333
"2018-02-07 18:29:04","2018-02-07 18:58:08","72.143.226.174",12,13.3000
"2018-05-24 13:20:53","2018-05-25 17:00:45","104.59.86.235",14,13.2833
"2018-04-30 19:04:19","2018-04-30 19:14:17","45.3.21.13",6,13.2667
"2018-03-09 06:02:35","2018-03-09 06:33:59","37.8.90.249",25,13.2333
"2018-03-15 00:43:29","2018-03-15 01:06:01","190.129.26.123",2,13.2333
"2018-04-13 16:08:25","2018-04-14 00:19:36","184.151.231.147",5,13.0333
"2018-03-02 00:03:29","2018-05-14 15:53:28","68.68.117.67",14,12.8000
"2018-05-04 15:34:28","2018-05-04 15:36:03","184.151.36.28",6,12.6333
"2018-01-24 04:21:58","2018-01-24 05:40:16","112.135.10.125",12,12.4667
"2018-05-21 20:18:04","2018-05-22 19:29:18","64.222.170.86",4,12.4000
"2018-01-15 22:20:23","2018-01-15 22:23:48","24.114.27.97",2,12.3500
"2018-03-13 16:33:11","2018-03-13 17:09:46","184.145.96.225",4,12.3333
"2018-04-20 15:28:11","2018-04-20 15:28:11","99.199.96.203",1,12.2500
"2018-04-20 17:59:51","2018-04-20 18:26:37","184.183.4.4",3,12.2333
"2018-05-25 23:13:02","2018-05-25 23:41:46","24.114.24.221",2,12.2167
"2018-02-17 01:21:51","2018-02-17 03:19:51","112.135.45.131",12,12.1000
"2018-02-08 19:34:39","2018-02-08 19:49:23","184.151.231.44",4,11.9500
"2018-05-28 17:59:32","2018-05-28 23:15:46","104.157.99.90",8,11.8333
"2018-05-29 13:48:36","2018-05-31 18:51:55","24.50.175.60",15,11.8167
"2018-03-29 15:33:29","2018-03-29 19:10:47","142.166.52.204",3,11.8167
"2018-04-19 19:24:20","2018-04-20 21:17:22","190.219.245.197",4,11.7500
"2018-05-28 15:37:12","2018-05-28 15:37:12","38.132.111.173",1,11.6833
"2018-02-27 15:50:30","2018-02-27 17:49:16","72.143.11.50",22,11.6000
"2018-02-06 16:51:33","2018-02-06 17:32:43","112.135.12.155",4,11.5333
"2018-05-01 21:08:19","2018-05-01 21:48:09","24.114.42.215",5,11.4833
"2018-01-03 19:03:11","2018-01-03 19:06:33","209.58.144.169",2,11.4667
"2018-02-07 16:55:18","2018-02-07 17:52:56","112.135.8.158",8,11.3333
"2018-02-28 01:25:34","2018-02-28 02:25:15","112.135.10.72",10,11.2833
