"calldate_first","calldate_last","INET_NTOA(sipcallerip)","calls_qty_per_ip","connect_duration_minutes"
"2018-01-18 01:03:20","2018-05-10 16:08:43","70.78.246.213",28,325.8167
"2018-02-25 21:03:39","2018-03-21 19:19:03","72.139.206.206",380,325.5000
"2018-04-04 17:55:56","2018-05-15 02:24:08","99.120.224.253",100,324.9000
"2018-05-07 16:15:59","2018-05-31 18:24:47","72.139.199.195",176,324.7167
"2018-03-27 18:46:16","2018-04-13 19:34:37","142.167.22.147",586,323.9667
"2018-05-07 13:33:33","2018-05-14 14:10:25","72.139.206.172",48,323.7667
"2018-02-23 16:43:17","2018-02-27 04:36:17","209.171.88.129",62,323.4000
"2018-03-16 10:45:41","2018-03-22 18:40:14","142.162.0.92",142,323.0000
"2018-01-01 00:40:33","2018-05-31 16:48:59","24.71.228.184",81,321.4000
"2018-05-07 12:20:49","2018-05-23 02:43:09","72.139.198.9",124,320.9167
"2018-02-12 13:29:16","2018-02-16 17:19:54","112.135.32.36",112,319.7167
"2018-03-22 16:38:48","2018-04-02 22:16:16","72.139.199.105",136,314.6333
"2018-04-26 20:59:00","2018-05-24 20:59:56","68.146.248.193",13,310.3333
"2018-04-16 13:14:45","2018-04-30 21:24:59","184.151.36.70",126,307.8000
"2018-04-10 16:38:35","2018-05-02 17:25:26","45.3.18.104",132,305.8000
"2018-04-18 09:25:58","2018-05-01 18:52:53","72.139.195.17",120,304.8667
"2018-02-27 19:55:14","2018-02-28 01:01:19","64.180.242.14",42,303.2833
"2018-03-25 02:13:40","2018-05-23 15:42:09","154.20.95.158",61,303.2500
"2018-04-26 16:51:23","2018-05-04 21:06:14","69.158.105.45",109,301.1000
"2018-04-16 14:21:12","2018-04-24 12:28:38","70.31.62.197",119,300.8667
"2018-03-02 19:00:40","2018-05-29 15:55:23","209.128.23.230",109,298.4333
"2018-05-16 18:07:02","2018-05-31 18:50:57","24.50.173.58",133,296.5167
"2018-04-02 17:31:21","2018-05-29 00:07:16","24.67.189.105",48,295.4000
"2018-04-04 22:51:33","2018-04-17 17:56:42","184.68.21.122",151,295.3167
"2018-04-05 13:37:14","2018-04-18 19:07:42","24.50.175.26",168,293.8000
"2018-02-25 23:02:22","2018-03-13 01:13:02","181.197.93.240",14,290.2500
"2018-01-03 23:07:53","2018-01-07 01:32:38","208.114.129.68",24,288.6167
"2018-05-09 02:32:14","2018-05-31 17:31:36","72.139.194.7",132,287.3000
"2018-03-19 19:23:41","2018-04-01 00:02:11","142.162.146.222",71,285.9833
"2018-01-29 21:52:05","2018-02-09 17:43:22","72.38.217.213",190,285.9500
"2018-01-02 16:58:05","2018-01-05 18:02:09","24.80.137.220",190,285.2167
"2018-04-15 15:51:41","2018-05-07 03:05:40","72.139.199.81",286,284.9333
"2018-03-13 15:05:26","2018-03-28 20:54:42","174.93.22.247",36,284.7667
"2018-04-04 22:42:46","2018-05-25 17:56:03","108.95.26.106",85,284.0333
"2018-01-10 15:13:04","2018-01-13 01:54:43","190.98.38.206",22,283.6167
"2018-01-25 18:00:23","2018-02-14 18:08:31","142.114.170.106",36,281.1167
"2018-02-18 13:45:27","2018-02-28 20:39:20","72.139.196.80",116,280.2333
"2018-02-19 14:14:45","2018-02-27 17:24:26","174.89.14.16",38,279.4000
"2018-03-14 20:50:38","2018-04-13 17:53:23","45.3.26.252",160,279.3167
"2018-03-28 22:13:56","2018-05-25 22:59:06","142.134.238.78",24,276.8333
"2018-04-23 16:29:56","2018-04-27 18:57:24","45.3.5.86",158,275.6000
"2018-02-05 17:56:09","2018-03-13 18:43:55","24.50.184.181",170,274.1667
"2018-01-02 13:58:10","2018-01-08 16:21:39","24.50.163.175",154,271.3167
"2018-01-24 15:37:48","2018-02-01 23:47:02","24.114.77.212",135,270.1833
"2018-01-08 21:05:31","2018-05-30 14:46:56","184.67.246.19",138,269.7167
"2018-04-04 15:15:55","2018-05-05 19:26:00","72.139.199.24",214,269.2167
"2018-02-09 13:00:34","2018-02-24 20:39:40","72.139.195.198",206,268.1000
"2018-05-14 17:43:21","2018-05-31 18:26:46","72.139.200.197",104,267.4667
"2018-05-07 16:14:45","2018-05-30 18:47:52","24.50.163.135",68,262.9167
"2018-05-11 16:23:30","2018-05-29 19:19:53","142.68.8.5",31,262.4167
"2018-01-03 16:01:03","2018-03-16 20:28:20","137.175.179.50",28,260.3500
"2018-04-05 16:11:06","2018-04-06 18:32:24","85.110.175.22",7,257.5667
"2018-04-15 12:05:48","2018-05-02 19:20:15","72.139.204.117",136,256.8167
"2018-05-14 19:57:42","2018-05-31 19:14:48","50.115.187.215",123,255.4000
"2018-04-03 19:33:46","2018-04-14 20:46:27","72.139.197.70",208,254.2667
"2018-01-02 17:33:43","2018-05-08 20:36:12","70.69.244.18",35,253.6833
"2018-02-20 08:02:17","2018-03-26 12:04:21","72.139.196.207",112,252.2000
"2018-05-22 16:07:25","2018-05-31 19:07:43","173.183.108.148",140,248.7500
"2018-03-05 14:07:11","2018-03-12 18:40:17","24.114.88.190",116,248.6667
"2018-01-09 15:33:49","2018-04-13 16:31:01","12.215.54.71",9,246.3833
"2018-01-06 22:39:06","2018-05-14 12:43:58","108.168.4.68",137,244.7667
"2018-01-01 16:20:55","2018-05-14 19:46:40","24.212.49.10",24,244.6500
"2018-05-22 17:05:19","2018-05-31 19:22:35","142.166.53.95",83,243.6333
"2018-03-03 15:08:12","2018-03-31 13:55:34","142.162.30.240",125,243.2500
"2018-04-04 10:10:18","2018-04-14 16:42:44","72.139.204.25",152,242.6333
"2018-03-13 19:00:40","2018-03-15 21:32:39","2.124.200.227",11,242.3500
"2018-05-02 20:22:58","2018-05-08 18:00:49","24.50.162.32",72,240.0667
"2018-04-11 18:36:07","2018-04-19 23:16:44","208.181.121.177",190,240.0667
"2018-03-14 15:19:03","2018-05-24 18:54:39","72.13.180.30",192,239.4500
"2018-03-12 00:06:24","2018-04-12 14:55:24","198.13.222.162",54,238.5000
"2018-01-08 16:24:10","2018-05-14 16:40:08","73.240.236.163",103,238.0500
"2018-04-27 17:42:51","2018-05-30 20:10:22","96.21.31.55",29,236.4833
"2018-03-19 09:55:51","2018-04-02 18:08:42","24.114.103.164",120,235.6167
"2018-05-07 12:55:38","2018-05-31 11:11:00","72.139.201.177",149,234.8667
"2018-04-16 09:58:16","2018-05-06 17:57:16","72.139.193.54",158,232.9667
"2018-01-03 19:29:41","2018-05-31 02:08:45","184.67.98.74",17,231.7667
"2018-02-19 12:13:40","2018-02-22 19:39:17","142.162.1.137",126,231.6667
"2018-04-04 22:20:50","2018-05-22 21:33:12","104.8.50.86",60,231.6500
"2018-01-02 13:49:37","2018-01-25 21:48:08","99.243.178.37",178,226.6667
"2018-01-26 17:06:21","2018-02-05 23:50:32","70.176.197.193",56,226.3500
"2018-02-09 20:01:51","2018-03-10 00:57:03","72.139.194.95",146,225.2333
"2018-01-02 13:34:13","2018-02-01 14:21:47","69.244.241.84",65,224.5000
"2018-01-24 11:05:53","2018-02-05 18:43:59","24.114.71.105",129,223.2500
"2018-02-08 18:57:22","2018-05-25 19:39:07","64.253.148.138",98,221.5667
"2018-01-29 18:30:50","2018-05-30 08:01:46","172.103.229.159",84,220.5333
"2018-01-18 01:39:50","2018-02-25 00:32:32","207.6.74.141",10,218.7667
"2018-05-07 13:21:28","2018-05-30 15:23:26","72.139.195.22",105,218.3333
"2018-05-08 03:08:51","2018-05-31 18:26:23","72.139.193.128",170,216.7000
"2018-04-09 13:37:59","2018-04-10 20:38:34","166.170.33.5",106,212.4667
"2018-02-12 14:13:37","2018-02-15 14:14:53","45.3.9.234",98,212.3333
"2018-01-19 06:15:10","2018-05-30 00:35:28","64.46.4.178",38,212.2167
"2018-04-18 21:05:51","2018-05-23 17:24:04","63.131.119.230",21,211.2000
"2018-05-01 16:53:46","2018-05-06 19:47:24","72.139.200.100",54,210.4333
"2018-01-02 13:28:59","2018-01-18 20:35:34","45.3.5.4",28,210.2833
"2018-02-01 15:30:31","2018-02-09 17:42:42","45.3.15.250",54,210.0333
"2018-04-30 15:05:41","2018-05-07 20:03:14","50.101.106.186",58,209.5667
"2018-01-25 21:40:34","2018-02-09 20:05:37","24.114.86.26",137,208.3833
"2018-01-11 18:25:14","2018-01-23 15:56:42","24.114.54.156",95,206.5667
"2018-01-04 14:45:25","2018-05-11 17:46:53","97.78.93.138",171,206.4667
"2018-02-19 01:45:02","2018-05-30 23:43:54","154.5.160.249",32,206.0667
"2018-04-25 21:22:57","2018-05-30 21:38:14","45.3.26.237",94,206.0000
"2018-01-10 13:50:19","2018-04-06 16:42:31","99.251.191.95",35,204.6333
"2018-01-01 07:50:18","2018-01-22 20:02:15","24.50.170.191",96,204.0000
"2018-02-18 23:12:22","2018-02-20 03:57:24","209.171.88.175",38,203.1667
"2018-05-07 13:03:16","2018-05-31 19:02:08","72.139.199.17",202,201.0167
"2018-01-13 17:37:49","2018-02-10 18:52:53","98.224.178.53",47,199.5167
"2018-03-02 20:42:43","2018-03-19 19:19:44","184.151.36.238",60,197.1000
"2018-01-24 13:44:09","2018-02-05 19:58:43","24.114.77.127",101,195.8667
"2018-02-19 16:06:25","2018-02-19 20:02:57","207.6.176.165",48,195.3167
"2018-01-04 19:55:07","2018-01-08 22:45:05","205.250.174.111",34,195.2833
"2018-05-23 12:58:34","2018-05-31 19:05:34","72.139.194.205",80,194.5667
"2018-01-24 14:52:46","2018-02-02 13:43:08","24.114.68.175",68,193.0833
"2018-01-05 14:01:59","2018-01-16 14:32:27","24.114.76.186",72,192.1667
"2018-04-19 09:56:37","2018-04-25 15:21:59","24.50.169.10",146,192.1000
"2018-05-07 14:20:36","2018-05-31 12:28:26","45.3.12.145",51,191.9333
"2018-04-17 14:37:56","2018-05-04 15:06:20","14.136.201.230",26,191.8333
"2018-04-17 13:27:15","2018-04-18 20:04:59","24.50.184.100",60,190.4667
"2018-02-09 16:40:14","2018-02-12 01:58:45","112.135.33.18",66,187.3333
"2018-01-03 17:45:14","2018-01-29 15:06:52","72.38.217.215",117,187.0500
"2018-03-05 17:53:12","2018-05-25 18:03:12","96.22.2.17",44,186.3667
"2018-02-21 18:59:14","2018-04-03 18:18:04","184.67.238.30",32,185.7167
"2018-03-05 19:42:42","2018-03-19 02:03:07","24.114.91.40",96,182.5667
"2018-02-19 03:30:46","2018-02-19 17:36:18","112.135.45.31",34,181.5667
"2018-05-15 19:13:00","2018-05-31 13:53:03","72.139.207.65",60,181.0667
"2018-01-08 15:03:47","2018-01-10 04:00:10","112.135.35.118",72,180.9167
"2018-02-20 19:34:35","2018-02-23 20:22:32","72.139.199.145",30,177.8667
"2018-02-27 18:58:12","2018-03-22 19:25:19","142.162.149.230",124,177.2833
"2018-04-27 19:47:16","2018-05-07 12:04:04","24.50.177.54",114,175.8333
"2018-01-05 14:00:59","2018-01-11 18:24:55","142.162.1.54",105,175.8333
"2018-02-23 13:24:28","2018-03-01 19:26:26","142.162.0.3",110,173.7000
"2018-03-05 00:35:28","2018-05-26 17:40:25","99.224.105.71",19,172.9667
"2018-04-16 12:09:41","2018-04-18 20:28:57","45.3.21.252",64,172.4000
"2018-02-13 04:44:13","2018-05-17 03:55:19","23.233.187.23",214,172.1167
"2018-03-12 13:47:05","2018-03-20 16:26:21","174.89.12.224",47,171.2167
"2018-02-28 15:55:33","2018-03-14 18:10:52","45.3.17.178",80,171.2000
"2018-03-13 17:44:49","2018-03-19 15:53:05","174.93.75.101",70,171.1000
"2018-03-16 14:33:27","2018-03-23 20:25:01","45.3.27.92",68,170.7167
"2018-05-07 13:34:21","2018-05-14 19:17:50","24.50.174.30",88,170.6000
"2018-04-09 11:59:46","2018-04-17 19:02:09","142.162.146.9",75,170.5667
"2018-05-29 13:09:55","2018-05-29 16:29:32","24.114.74.57",28,169.9167
"2018-01-02 12:13:04","2018-05-30 14:36:21","173.32.79.145",151,169.7833
"2018-02-01 23:24:23","2018-02-02 21:14:03","75.155.252.173",20,168.4500
"2018-01-15 19:27:49","2018-03-29 22:27:08","142.166.52.173",41,168.3167
"2018-01-10 14:16:48","2018-02-19 19:51:39","96.19.217.86",33,166.0833
"2018-05-13 11:20:43","2018-05-31 17:43:54","24.50.166.77",82,165.8667
"2018-01-13 20:29:22","2018-01-15 04:00:00","50.98.233.158",26,163.9667
"2018-05-28 12:22:58","2018-05-28 19:21:53","24.114.75.34",48,163.8667
"2018-05-07 16:49:08","2018-05-31 18:44:59","72.139.207.127",115,163.4000
"2018-05-04 14:39:44","2018-05-10 17:54:42","142.162.0.125",111,161.3333
"2018-02-22 15:27:42","2018-02-22 15:27:42","198.13.201.11",2,160.4667
"2018-05-05 14:24:30","2018-05-25 16:20:44","24.50.173.115",122,159.4500
"2018-04-19 13:24:14","2018-04-23 19:32:25","24.50.162.155",100,158.0000
"2018-01-09 18:58:09","2018-01-10 00:01:49","23.16.90.15",4,157.8500
"2018-05-22 15:33:27","2018-05-31 19:02:06","142.177.103.242",331,157.7333
"2018-04-27 11:32:14","2018-05-03 18:51:55","142.162.1.207",64,157.6500
"2018-03-08 16:00:33","2018-03-12 19:59:44","2.124.207.88",15,157.4000
"2018-01-24 12:40:47","2018-02-05 19:11:50","24.114.76.6",102,157.2000
"2018-03-26 19:54:33","2018-04-09 13:41:23","45.3.22.213",64,156.3333
"2018-02-15 12:48:15","2018-03-09 17:43:31","70.31.103.46",38,155.4667
"2018-02-13 14:02:06","2018-02-15 13:06:46","74.116.217.103",48,153.8667
"2018-01-06 11:27:22","2018-01-23 16:46:47","24.114.73.6",108,153.8667
"2018-01-17 21:00:06","2018-03-07 18:45:01","206.248.163.174",88,153.3667
"2018-03-22 01:18:17","2018-04-02 15:59:32","72.139.207.9",118,153.1667
"2018-02-06 18:01:41","2018-02-06 18:04:01","38.132.111.179",4,151.9333
"2018-01-03 18:07:30","2018-05-29 16:56:05","24.146.50.186",80,151.6167
"2018-01-29 16:54:14","2018-03-17 13:31:11","108.65.205.241",24,151.3333
"2018-03-22 21:42:59","2018-03-27 01:22:52","2.124.207.67",18,150.3667
"2018-04-04 14:37:37","2018-05-01 17:43:23","104.157.99.194",5,150.3500
"2018-01-01 12:33:39","2018-01-09 18:51:05","45.3.28.11",88,149.1167
"2018-03-11 00:23:32","2018-03-21 16:45:39","72.139.200.74",88,148.0333
"2018-01-16 15:39:56","2018-01-23 15:08:38","24.114.55.236",73,148.0167
"2018-01-02 15:41:50","2018-05-29 15:58:24","99.188.252.51",79,146.5167
"2018-01-11 21:33:14","2018-05-17 17:08:15","184.68.1.18",31,146.4667
"2018-01-12 18:08:26","2018-01-30 00:35:11","70.70.113.238",30,145.7833
"2018-05-02 11:08:30","2018-05-06 21:34:00","72.139.194.100",52,145.7667
"2018-04-02 11:36:17","2018-05-10 18:43:11","47.55.129.232",74,144.2167
"2018-03-16 14:08:34","2018-03-16 15:24:41","2.124.203.107",4,143.8000
"2018-01-24 16:16:52","2018-02-02 17:53:58","24.114.65.106",46,143.7667
"2018-04-23 17:05:12","2018-05-01 16:27:15","24.50.166.133",40,141.6000
"2018-05-09 13:16:51","2018-05-22 12:20:20","45.3.23.100",69,140.7667
"2018-02-14 13:59:36","2018-02-14 17:09:00","198.13.236.73",28,137.4000
"2018-03-26 10:33:01","2018-04-02 19:24:29","72.139.194.67",106,136.5833
"2018-01-04 17:04:10","2018-01-06 04:22:20","112.135.32.132",109,136.5333
"2018-05-11 21:48:13","2018-05-15 20:19:02","205.250.211.40",18,134.9333
"2018-04-25 15:56:04","2018-05-04 19:45:32","45.3.21.102",70,133.1000
"2018-04-05 16:05:02","2018-04-11 18:15:44","65.110.23.59",118,131.9333
"2018-01-24 17:43:41","2018-03-07 19:24:08","64.228.64.72",52,131.1833
"2018-02-07 01:37:42","2018-03-02 22:38:13","74.194.76.16",42,130.8667
"2018-05-22 13:29:14","2018-05-23 12:55:11","76.66.122.105",25,130.3500
"2018-01-01 05:01:22","2018-05-04 15:34:00","216.221.68.90",91,128.7833
"2018-01-11 18:39:30","2018-01-23 18:04:59","24.114.57.119",93,128.6500
"2018-01-07 20:40:49","2018-01-23 18:26:43","24.114.67.56",127,128.4167
"2018-04-19 09:08:08","2018-04-27 09:36:13","45.3.2.235",76,128.3667
"2018-01-24 22:13:16","2018-01-24 22:16:44","72.143.233.130",2,127.0833
"2018-01-02 14:22:43","2018-01-09 18:42:31","24.50.183.221",43,126.6500
"2018-01-04 16:06:52","2018-01-23 22:24:12","65.110.2.142",42,125.2167
"2018-02-21 15:05:10","2018-02-21 16:16:54","198.13.201.211",22,124.6000
"2018-05-16 20:26:06","2018-05-28 15:20:25","24.50.180.173",47,124.4333
"2018-05-07 13:06:04","2018-05-16 15:08:45","64.231.60.48",85,124.0833
"2018-05-28 17:06:22","2018-05-31 18:35:45","45.3.4.13",37,123.1667
"2018-05-29 19:39:08","2018-05-31 18:56:00","69.157.25.110",67,122.5500
"2018-03-21 17:25:31","2018-04-04 14:23:07","24.50.170.224",28,122.0000
"2018-01-11 16:44:56","2018-01-14 01:15:12","112.135.32.196",50,121.7333
"2018-04-20 11:04:29","2018-04-26 18:26:56","142.162.0.49",64,121.4167
"2018-04-23 14:31:32","2018-04-23 14:31:32","45.3.24.64",2,121.3833
"2018-03-05 22:41:05","2018-05-26 22:56:32","104.218.126.73",86,121.3833
"2018-02-19 19:07:55","2018-02-22 17:24:55","207.194.128.52",92,120.9000
"2018-01-02 15:29:40","2018-01-18 15:23:54","37.14.95.41",13,120.2500
"2018-01-04 15:44:54","2018-05-18 16:20:46","216.221.67.47",51,120.2167
"2018-02-20 14:54:04","2018-02-22 03:24:23","112.135.34.191",76,119.5667
"2018-05-11 11:22:24","2018-05-17 19:03:35","142.162.1.51",79,119.2000
"2018-03-02 14:58:14","2018-03-08 17:36:56","142.162.1.159",90,118.0000
"2018-01-01 14:03:58","2018-01-06 16:15:54","24.114.67.226",56,117.9833
"2018-04-26 11:05:09","2018-05-01 12:23:49","72.139.202.79",72,117.2333
"2018-03-22 12:19:31","2018-04-02 15:47:47","72.139.193.61",118,117.2000
"2018-01-24 18:19:51","2018-02-03 19:00:18","45.3.0.37",72,116.3500
"2018-01-05 23:05:58","2018-01-11 16:48:25","24.114.57.6",47,114.6333
"2018-01-02 13:31:25","2018-01-04 21:21:34","24.114.72.101",53,114.6333
"2018-01-02 17:48:45","2018-05-29 19:44:00","184.67.255.118",83,114.4500
"2018-01-01 01:03:40","2018-02-16 01:15:43","75.156.126.37",22,114.2167
"2018-03-02 15:26:00","2018-03-15 14:39:38","45.3.6.220",58,113.9667
"2018-04-13 00:34:36","2018-04-15 03:03:06","70.31.33.63",61,113.7500
"2018-01-02 13:42:40","2018-01-22 13:01:52","142.134.195.78",74,113.5833
"2018-05-07 15:30:52","2018-05-25 13:58:07","174.1.0.18",13,112.9333
"2018-05-10 02:11:08","2018-05-28 06:13:57","24.87.167.79",6,112.7833
"2018-03-22 10:52:41","2018-04-02 13:30:09","72.139.201.41",48,112.5333
"2018-03-20 14:10:05","2018-03-21 22:32:43","90.205.243.97",20,112.3333
"2018-01-10 14:26:07","2018-01-11 06:30:28","112.135.32.146",54,112.3167
"2018-02-04 00:33:22","2018-02-08 05:02:50","209.171.88.120",60,112.2333
"2018-05-04 20:11:08","2018-05-13 07:29:00","24.50.163.31",56,112.1000
"2018-01-18 19:08:42","2018-02-12 04:54:06","24.67.68.131",32,111.5000
"2018-01-19 12:47:22","2018-01-25 20:05:05","142.162.1.64",79,111.4833
"2018-01-01 20:31:31","2018-01-19 22:32:35","172.103.221.42",14,110.2000
"2018-04-04 16:49:01","2018-04-14 17:30:34","24.114.82.56",62,109.7333
"2018-01-02 15:00:53","2018-01-19 13:56:55","45.3.14.113",34,109.6000
"2018-05-24 11:54:01","2018-05-31 16:12:23","72.139.204.152",102,109.3667
"2018-05-07 15:01:59","2018-05-31 15:30:46","72.139.199.242",83,108.7667
"2018-05-21 15:10:47","2018-05-31 19:02:50","97.94.32.66",83,108.3333
"2018-04-16 11:11:20","2018-04-29 17:27:07","72.139.192.35",78,108.3000
"2018-05-24 05:15:32","2018-05-31 18:31:49","72.139.196.105",55,107.4500
"2018-02-22 16:33:13","2018-02-25 00:46:33","112.135.45.107",68,106.7500
"2018-01-05 14:28:52","2018-04-09 20:46:26","99.115.140.102",42,106.7500
"2018-02-20 20:25:17","2018-02-22 22:38:49","209.171.88.231",46,106.7000
"2018-01-05 12:25:39","2018-05-30 10:01:20","46.19.210.14",69,106.4500
"2018-02-22 19:17:25","2018-02-22 19:21:01","184.151.231.169",2,106.0000
"2018-02-16 12:05:53","2018-02-16 18:55:39","142.162.1.100",45,105.7667
"2018-04-13 11:13:28","2018-04-19 19:21:57","142.162.1.4",53,105.5833
"2018-01-08 16:23:58","2018-01-24 15:02:13","24.146.44.88",18,105.2667
"2018-03-13 14:18:05","2018-03-17 18:44:23","166.170.220.33",100,104.6667
"2018-04-24 13:41:31","2018-04-24 16:32:01","198.13.225.103",20,104.2667
"2018-03-05 13:11:15","2018-03-06 17:10:39","24.114.90.204",46,103.9667
"2018-02-09 00:50:44","2018-02-09 06:14:06","112.135.6.249",42,103.8167
"2018-01-11 19:15:58","2018-01-23 17:59:07","24.114.76.203",35,103.7667
"2018-03-15 19:44:24","2018-03-15 20:08:17","184.64.217.126",4,103.6333
"2018-04-01 16:14:39","2018-04-02 03:20:43","85.114.107.230",244,103.4833
"2018-04-20 13:59:55","2018-04-24 13:52:51","24.50.177.55",66,103.3667
"2018-03-13 14:22:24","2018-03-21 16:56:22","72.139.207.108",90,102.7000
"2018-01-20 00:07:18","2018-01-25 17:58:44","173.183.6.244",66,102.5833
"2018-03-12 17:19:54","2018-03-12 22:25:00","174.94.32.249",60,102.5000
"2018-03-03 02:41:10","2018-03-12 02:39:13","200.24.216.134",24,102.1167
"2018-01-22 01:19:51","2018-01-22 08:09:27","112.135.10.117",34,101.5833
"2018-02-02 12:06:29","2018-02-02 19:47:23","142.162.0.104",72,101.3667
"2018-02-26 17:33:17","2018-02-27 17:02:13","198.13.201.34",18,101.1667
"2018-03-14 00:36:19","2018-03-17 17:03:54","24.114.84.198",30,100.4000
"2018-01-16 01:43:23","2018-01-16 07:28:48","112.135.10.90",46,99.9167
"2018-03-19 13:34:48","2018-03-20 19:38:22","166.170.222.149",26,99.5667
"2018-04-05 19:59:43","2018-05-04 20:55:19","172.103.248.158",12,99.2833
"2018-04-04 16:45:50","2018-04-13 19:22:27","24.50.161.228",80,98.6667
"2018-03-08 16:52:22","2018-04-13 00:41:11","24.80.61.93",14,97.8000
"2018-03-05 17:55:49","2018-05-29 21:13:57","67.191.58.7",9,97.5333
"2018-01-04 16:34:49","2018-01-09 21:41:03","104.222.121.225",42,97.1833
"2018-02-28 00:22:15","2018-03-12 23:13:50","24.50.170.222",48,95.6667
"2018-02-06 14:07:41","2018-02-08 19:39:18","72.139.195.51",32,95.3667
"2018-02-12 15:01:18","2018-02-20 20:59:12","162.255.114.176",36,95.3000
"2018-01-01 16:07:46","2018-01-02 06:26:33","112.135.32.10",19,93.6000
"2018-03-02 23:02:10","2018-03-11 22:26:59","190.108.67.134",20,92.6667
"2018-01-03 18:39:07","2018-01-04 12:08:17","24.114.66.230",7,92.0167
"2018-04-20 15:55:29","2018-05-01 17:30:56","192.69.236.158",10,91.1000
"2018-03-18 16:58:15","2018-03-21 18:00:14","86.168.239.180",10,91.0500
"2018-01-11 23:07:31","2018-01-23 13:51:26","24.114.54.108",76,90.6000
"2018-02-28 22:38:22","2018-03-12 18:41:03","72.139.193.164",70,89.9333
"2018-01-02 17:28:34","2018-04-05 18:28:40","216.251.151.98",139,88.9833
"2018-05-01 19:28:26","2018-05-04 12:41:32","184.151.36.166",36,88.2667
"2018-01-12 16:29:07","2018-05-30 17:14:01","99.231.22.246",9,87.8833
"2018-04-30 12:31:43","2018-05-04 17:20:33","72.139.200.45",34,87.8667
"2018-05-22 12:59:33","2018-05-31 16:38:54","72.139.200.156",53,87.8500
"2018-01-01 18:32:15","2018-03-21 18:01:23","156.57.73.177",20,86.5167
"2018-03-05 15:44:52","2018-03-09 15:44:28","24.146.44.115",11,86.3667
"2018-01-08 13:51:34","2018-01-26 22:23:51","24.50.191.254",41,86.1500
"2018-01-13 16:57:41","2018-01-13 17:32:02","190.213.4.133",4,85.9000
"2018-05-09 13:19:07","2018-05-12 18:27:34","24.50.183.160",46,85.8667
"2018-01-08 17:03:13","2018-01-09 23:15:19","23.16.162.121",14,85.7667
"2018-02-08 14:48:43","2018-05-08 02:09:16","75.157.48.99",14,85.7667
"2018-01-26 17:30:16","2018-03-06 19:55:08","192.186.87.62",18,85.5333
"2018-04-03 16:02:29","2018-04-04 22:23:23","205.250.175.38",54,83.7000
"2018-01-02 14:57:42","2018-01-31 21:24:25","73.6.135.75",13,82.5333
"2018-04-06 11:00:24","2018-04-12 17:43:11","142.162.1.114",63,82.4333
"2018-05-29 11:50:51","2018-05-31 17:59:46","142.162.0.93",53,82.3333
"2018-03-21 15:03:32","2018-04-11 19:39:03","69.156.108.142",16,81.9667
"2018-01-03 15:23:04","2018-01-04 06:29:59","112.135.32.9",53,81.4167
"2018-01-15 15:50:48","2018-01-17 19:49:12","70.27.127.214",20,80.9333
"2018-01-10 17:22:56","2018-01-16 18:51:17","107.179.158.47",42,80.9000
"2018-03-19 18:51:13","2018-04-17 17:21:57","45.3.25.185",58,80.9000
"2018-02-01 14:47:10","2018-02-08 14:34:34","73.120.136.138",46,80.6667
"2018-01-01 16:30:46","2018-01-10 01:52:27","24.50.172.209",63,80.0500
"2018-02-02 13:41:45","2018-02-08 21:21:04","72.139.207.177",42,79.9000
"2018-01-01 21:07:29","2018-05-30 11:24:15","199.167.109.144",52,79.1167
"2018-05-07 13:48:20","2018-05-31 16:58:27","72.139.202.75",94,78.2167
"2018-02-09 23:10:22","2018-02-10 00:18:05","184.151.231.140",10,77.5833
"2018-05-09 15:04:08","2018-05-09 17:56:01","209.171.88.39",4,76.9333
"2018-02-05 14:35:58","2018-02-05 17:13:55","112.135.4.22",16,76.6667
"2018-04-11 20:18:05","2018-04-11 23:22:22","50.98.82.127",5,76.1667
"2018-04-19 15:19:09","2018-04-20 18:31:06","45.3.1.26",26,76.0000
"2018-01-29 20:10:21","2018-02-06 13:56:50","45.3.10.212",22,75.6333
"2018-02-06 15:06:49","2018-02-10 17:59:14","45.3.0.143",62,75.3667
"2018-05-15 21:57:21","2018-05-30 17:53:47","24.212.50.192",28,74.1833
"2018-05-09 00:42:55","2018-05-09 15:20:57","70.50.99.130",10,74.0000
"2018-05-22 15:36:20","2018-05-23 00:57:57","207.228.78.67",3,73.8667
"2018-04-02 10:48:43","2018-04-05 19:10:27","142.162.1.134",45,73.5333
"2018-04-24 16:00:14","2018-04-26 04:03:51","65.92.203.72",49,72.4333
"2018-05-12 19:46:07","2018-05-23 14:20:29","208.114.129.136",7,71.5500
"2018-01-03 18:14:26","2018-05-31 18:28:03","173.32.215.161",36,70.6167
"2018-04-05 14:05:45","2018-04-10 04:04:06","72.139.204.147",34,70.1667
"2018-01-11 18:23:32","2018-01-23 18:52:45","24.114.54.213",43,70.0500
"2018-01-05 19:37:56","2018-01-11 15:53:55","24.114.55.187",40,70.0000
"2018-01-19 00:59:58","2018-05-17 12:33:22","199.167.109.168",20,69.9167
"2018-05-20 22:16:50","2018-05-25 18:29:26","24.50.175.82",10,69.4333
"2018-01-24 13:42:02","2018-02-05 20:34:55","24.114.77.184",68,69.3833
"2018-05-14 18:35:20","2018-05-31 16:29:36","172.103.163.9",8,68.5833
"2018-01-02 17:06:28","2018-01-04 19:12:24","205.250.174.181",48,68.5333
"2018-02-02 17:17:01","2018-02-08 20:32:17","72.139.194.99",52,68.5000
"2018-02-09 12:28:13","2018-02-09 19:17:49","142.162.0.232",26,68.1333
