,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_asip,b_saddr_asn,b_saddr_asorg,b_saddr_asip
64607834,2018-01-03,1654599250,773050693,395766,CloudPBX,98.159.46.82,51865,DIDWW Ireland Limited,46.19.209.69
64632684,2018-01-03,1654599251,773050693,395766,CloudPBX,98.159.46.83,51865,DIDWW Ireland Limited,46.19.209.69
64714003,2018-01-04,3227975507,773050693,393755,CloudPBX,192.102.255.83,51865,DIDWW Ireland Limited,46.19.209.69
67882274,2018-02-10,3227975250,773050693,395152,CloudPBX,192.102.254.82,51865,DIDWW Ireland Limited,46.19.209.69
64818989,2018-01-05,3227975506,773050694,393755,CloudPBX,192.102.255.82,51865,DIDWW Ireland Limited,46.19.209.70
65335553,2018-01-12,1654599251,773050694,395766,CloudPBX,98.159.46.83,51865,DIDWW Ireland Limited,46.19.209.70
65368783,2018-01-12,3227975507,773050694,393755,CloudPBX,192.102.255.83,51865,DIDWW Ireland Limited,46.19.209.70
65513919,2018-01-15,1654599250,773050694,395766,CloudPBX,98.159.46.82,51865,DIDWW Ireland Limited,46.19.209.70
64521540,2018-01-02,1654599251,773050695,395766,CloudPBX,98.159.46.83,51865,DIDWW Ireland Limited,46.19.209.71
64603689,2018-01-03,3227975506,773050695,393755,CloudPBX,192.102.255.82,51865,DIDWW Ireland Limited,46.19.209.71
64703671,2018-01-04,1654599250,773050695,395766,CloudPBX,98.159.46.82,51865,DIDWW Ireland Limited,46.19.209.71
64802040,2018-01-05,3227975507,773050695,393755,CloudPBX,192.102.255.83,51865,DIDWW Ireland Limited,46.19.209.71
64505975,2018-01-02,3227975507,773050703,393755,CloudPBX,192.102.255.83,51865,DIDWW Ireland Limited,46.19.209.79
64508733,2018-01-02,3227975506,773050703,393755,CloudPBX,192.102.255.82,51865,DIDWW Ireland Limited,46.19.209.79
64569097,2018-01-02,1654599250,773050703,395766,CloudPBX,98.159.46.82,51865,DIDWW Ireland Limited,46.19.209.79
64737224,2018-01-04,1654599251,773050703,395766,CloudPBX,98.159.46.83,51865,DIDWW Ireland Limited,46.19.209.79
65434045,2018-01-13,3227975250,773050703,395152,CloudPBX,192.102.254.82,51865,DIDWW Ireland Limited,46.19.209.79
75758281,2018-04-26,3227975251,773050703,395152,CloudPBX,192.102.254.83,51865,DIDWW Ireland Limited,46.19.209.79
64520584,2018-01-02,1654599251,773050704,395766,CloudPBX,98.159.46.83,51865,DIDWW Ireland Limited,46.19.209.80
64714899,2018-01-04,3227975507,773050704,393755,CloudPBX,192.102.255.83,51865,DIDWW Ireland Limited,46.19.209.80
64802208,2018-01-05,1654599250,773050704,395766,CloudPBX,98.159.46.82,51865,DIDWW Ireland Limited,46.19.209.80
65188866,2018-01-10,3227975250,773050704,395152,CloudPBX,192.102.254.82,51865,DIDWW Ireland Limited,46.19.209.80
65228236,2018-01-11,3227975506,773050704,393755,CloudPBX,192.102.255.82,51865,DIDWW Ireland Limited,46.19.209.80
69758058,2018-03-01,3227975251,773050704,395152,CloudPBX,192.102.254.83,51865,DIDWW Ireland Limited,46.19.209.80
66020848,2018-01-22,3227975507,780114046,393755,CloudPBX,192.102.255.83,6830,Liberty Global Operations B.V.,46.127.152.126
66356906,2018-01-25,3227975506,790907068,393755,CloudPBX,192.102.255.82,20115,Charter Communications,47.36.72.188
78557719,2018-05-29,1654599251,792160994,395766,CloudPBX,98.159.46.83,855,Bell Canada,47.55.106.226
69046553,2018-02-22,3227975506,792161680,393755,CloudPBX,192.102.255.82,855,Bell Canada,47.55.109.144
72543176,2018-03-26,3227975507,792166888,393755,CloudPBX,192.102.255.83,855,Bell Canada,47.55.129.232
74311694,2018-04-12,3227975506,792166888,393755,CloudPBX,192.102.255.82,855,Bell Canada,47.55.129.232
76332247,2018-05-02,3227975506,792194223,393755,CloudPBX,192.102.255.82,855,Bell Canada,47.55.236.175
75600190,2018-04-25,3227975507,792194403,393755,CloudPBX,192.102.255.83,855,Bell Canada,47.55.237.99
65472228,2018-01-15,3227975507,840406157,393755,CloudPBX,192.102.255.83,36351,SoftLayer Technologies Inc.,50.23.148.141
67707163,2018-02-08,3227975506,840406157,393755,CloudPBX,192.102.255.82,36351,SoftLayer Technologies Inc.,50.23.148.141
74897584,2018-04-18,3227975251,840406157,395152,CloudPBX,192.102.254.83,36351,SoftLayer Technologies Inc.,50.23.148.141
65164661,2018-01-10,3227975251,843071677,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.64.64.189
64496891,2018-01-01,3227975250,843080622,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,50.64.99.174
64498504,2018-01-01,3227975251,843080622,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.64.99.174
66408871,2018-01-26,3227975251,843082421,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.64.106.181
75334574,2018-04-23,3227975506,843093146,393755,CloudPBX,192.102.255.82,6327,Shaw Communications Inc.,50.64.148.154
75348025,2018-04-23,3227975250,843093146,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,50.64.148.154
75382332,2018-04-23,3227975251,843093146,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.64.148.154
77958701,2018-05-18,1654599251,843093146,395766,CloudPBX,98.159.46.83,6327,Shaw Communications Inc.,50.64.148.154
64889938,2018-01-06,3227975250,843244070,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,50.66.226.38
65018858,2018-01-09,3227975251,843244070,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.66.226.38
65566506,2018-01-16,3227975251,843249200,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.66.246.48
64550012,2018-01-02,3227975251,843331514,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.68.55.186
64556461,2018-01-02,3227975250,843331514,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,50.68.55.186
70262381,2018-03-06,3227975250,843371666,395152,CloudPBX,192.102.254.82,6327,Shaw Communications Inc.,50.68.212.146
70280022,2018-03-06,3227975251,843371666,395152,CloudPBX,192.102.254.83,6327,Shaw Communications Inc.,50.68.212.146
77954221,2018-05-18,1654599251,843371666,395766,CloudPBX,98.159.46.83,6327,Shaw Communications Inc.,50.68.212.146
77957846,2018-05-18,3227975507,843371666,393755,CloudPBX,192.102.255.83,6327,Shaw Communications Inc.,50.68.212.146
77965643,2018-05-18,3227975506,843371666,393755,CloudPBX,192.102.255.82,6327,Shaw Communications Inc.,50.68.212.146
64906736,2018-01-07,3227975250,844903169,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.92.51.1
65324089,2018-01-12,3227975251,844903169,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.92.51.1
64557536,2018-01-02,3227975250,844913931,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.92.93.11
64565752,2018-01-02,3227975251,844913931,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.92.93.11
64578762,2018-01-02,3227975251,844933399,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.92.169.23
64583798,2018-01-02,3227975250,844933399,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.92.169.23
64537282,2018-01-02,3227975250,844941337,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.92.200.25
64569860,2018-01-02,3227975251,844941337,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.92.200.25
77958449,2018-05-18,3227975507,844941337,393755,CloudPBX,192.102.255.83,852,TELUS Communications Inc.,50.92.200.25
64499799,2018-01-01,3227975506,845250898,393755,CloudPBX,192.102.255.82,36351,SoftLayer Technologies Inc.,50.97.129.82
64499930,2018-01-01,3227975250,845250898,395152,CloudPBX,192.102.254.82,36351,SoftLayer Technologies Inc.,50.97.129.82
64601376,2018-01-03,3227975507,845250898,393755,CloudPBX,192.102.255.83,36351,SoftLayer Technologies Inc.,50.97.129.82
65020935,2018-01-09,3227975251,845250898,395152,CloudPBX,192.102.254.83,36351,SoftLayer Technologies Inc.,50.97.129.82
66163916,2018-01-24,1654599251,845250898,395766,CloudPBX,98.159.46.83,36351,SoftLayer Technologies Inc.,50.97.129.82
78196098,2018-05-23,1654599250,845250898,395766,CloudPBX,98.159.46.82,36351,SoftLayer Technologies Inc.,50.97.129.82
64489882,2018-01-01,3227975506,845250899,393755,CloudPBX,192.102.255.82,36351,SoftLayer Technologies Inc.,50.97.129.83
64490451,2018-01-01,3227975507,845250899,393755,CloudPBX,192.102.255.83,36351,SoftLayer Technologies Inc.,50.97.129.83
64491230,2018-01-01,3227975250,845250899,395152,CloudPBX,192.102.254.82,36351,SoftLayer Technologies Inc.,50.97.129.83
64727486,2018-01-04,3227975251,845250899,395152,CloudPBX,192.102.254.83,36351,SoftLayer Technologies Inc.,50.97.129.83
66122565,2018-01-23,1654599251,845250899,395766,CloudPBX,98.159.46.83,36351,SoftLayer Technologies Inc.,50.97.129.83
66126355,2018-01-23,1654599250,845250899,395766,CloudPBX,98.159.46.82,36351,SoftLayer Technologies Inc.,50.97.129.83
78663157,2018-05-30,3227975250,845291913,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.33.137
78665543,2018-05-30,3227975251,845291913,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.33.137
66210232,2018-01-24,3227975251,845298758,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.60.70
66223446,2018-01-24,3227975250,845298758,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.60.70
66998853,2018-02-02,3227975506,845298758,393755,CloudPBX,192.102.255.82,852,TELUS Communications Inc.,50.98.60.70
64637757,2018-01-03,3227975251,845299279,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.62.79
64669673,2018-01-03,3227975250,845299279,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.62.79
66126838,2018-01-23,3227975250,845302071,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.73.55
66135460,2018-01-23,3227975251,845302071,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.73.55
70658039,2018-03-09,1654599250,845302071,395766,CloudPBX,98.159.46.82,852,TELUS Communications Inc.,50.98.73.55
70658371,2018-03-09,1654599251,845302071,395766,CloudPBX,98.159.46.83,852,TELUS Communications Inc.,50.98.73.55
72147417,2018-03-21,3227975507,845302071,393755,CloudPBX,192.102.255.83,852,TELUS Communications Inc.,50.98.73.55
77960243,2018-05-18,3227975506,845302071,393755,CloudPBX,192.102.255.82,852,TELUS Communications Inc.,50.98.73.55
66106926,2018-01-23,3227975250,845302350,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.74.78
66108544,2018-01-23,3227975251,845302350,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.74.78
74219121,2018-04-11,3227975250,845304447,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.82.127
74261860,2018-04-11,3227975251,845304447,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.82.127
64495691,2018-01-01,3227975250,845308522,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.98.106
64690928,2018-01-03,3227975251,845308522,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.98.106
65493209,2018-01-15,3227975251,845309698,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.103.2
69616674,2018-02-28,3227975251,845309816,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.103.120
69630446,2018-02-28,3227975250,845309816,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.103.120
72100865,2018-03-21,1654599250,845309816,395766,CloudPBX,98.159.46.82,852,TELUS Communications Inc.,50.98.103.120
72224981,2018-03-22,3227975506,845309816,393755,CloudPBX,192.102.255.82,852,TELUS Communications Inc.,50.98.103.120
74252017,2018-04-11,3227975507,845309816,393755,CloudPBX,192.102.255.83,852,TELUS Communications Inc.,50.98.103.120
67090974,2018-02-02,3227975251,845309946,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.103.250
68950418,2018-02-21,3227975250,845309946,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.103.250
64571876,2018-01-02,3227975251,845316559,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.129.207
64579412,2018-01-02,3227975250,845316559,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.129.207
65756359,2018-01-18,3227975507,845316559,393755,CloudPBX,192.102.255.83,852,TELUS Communications Inc.,50.98.129.207
69188319,2018-02-23,3227975506,845316559,393755,CloudPBX,192.102.255.82,852,TELUS Communications Inc.,50.98.129.207
65968115,2018-01-22,3227975251,845317129,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.132.9
65971365,2018-01-22,3227975250,845317129,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.132.9
64521273,2018-01-02,3227975250,845317976,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.135.88
64554366,2018-01-02,3227975251,845317976,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.135.88
65433476,2018-01-13,3227975250,845343134,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.98.233.158
65442829,2018-01-14,3227975251,845343134,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.98.233.158
67790456,2018-02-09,3227975251,845390333,395152,CloudPBX,192.102.254.83,852,TELUS Communications Inc.,50.99.161.253
74680700,2018-04-16,3227975250,845390333,395152,CloudPBX,192.102.254.82,852,TELUS Communications Inc.,50.99.161.253
66176177,2018-01-24,1654599250,845419979,395766,CloudPBX,98.159.46.82,603,Bell Canada,50.100.21.203
76347469,2018-05-02,3227975507,845419979,393755,CloudPBX,192.102.255.83,603,Bell Canada,50.100.21.203
77347746,2018-05-11,1654599251,845419979,395766,CloudPBX,98.159.46.83,603,Bell Canada,50.100.21.203
77679405,2018-05-15,3227975506,845419979,393755,CloudPBX,192.102.255.82,603,Bell Canada,50.100.21.203
72313251,2018-03-23,3227975507,845419980,393755,CloudPBX,192.102.255.83,603,Bell Canada,50.100.21.204
72779324,2018-03-28,3227975506,845469709,393755,CloudPBX,192.102.255.82,577,Bell Canada,50.100.216.13
71806455,2018-03-19,3227975506,845506658,393755,CloudPBX,192.102.255.82,577,Bell Canada,50.101.104.98
71824543,2018-03-19,3227975507,845506658,393755,CloudPBX,192.102.255.83,577,Bell Canada,50.101.104.98
72166190,2018-03-21,3227975250,845506658,395152,CloudPBX,192.102.254.82,577,Bell Canada,50.101.104.98
75907724,2018-04-27,3227975506,845507258,393755,CloudPBX,192.102.255.82,577,Bell Canada,50.101.106.186
75991451,2018-04-30,3227975507,845507258,393755,CloudPBX,192.102.255.83,577,Bell Canada,50.101.106.186
74156797,2018-04-11,3227975507,845507561,393755,CloudPBX,192.102.255.83,577,Bell Canada,50.101.107.233
74166353,2018-04-11,3227975506,845507561,393755,CloudPBX,192.102.255.82,577,Bell Canada,50.101.107.233
78667977,2018-05-30,3227975507,845530229,393755,CloudPBX,192.102.255.83,577,Bell Canada,50.101.196.117
78672563,2018-05-30,3227975506,845530229,393755,CloudPBX,192.102.255.82,577,Bell Canada,50.101.196.117
78717921,2018-05-31,1654599251,845530229,395766,CloudPBX,98.159.46.83,577,Bell Canada,50.101.196.117
71568645,2018-03-16,3227975507,846444603,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.184.59
71569230,2018-03-16,3227975506,846444603,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.184.59
64506643,2018-01-02,3227975507,846444658,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.184.114
64512770,2018-01-02,3227975506,846444658,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.184.114
64527631,2018-01-02,3227975250,846444658,395152,CloudPBX,192.102.254.82,7992,Cogeco Cable,50.115.184.114
64650495,2018-01-03,3227975251,846444658,395152,CloudPBX,192.102.254.83,7992,Cogeco Cable,50.115.184.114
65100401,2018-01-09,1654599251,846444658,395766,CloudPBX,98.159.46.83,7992,Cogeco Cable,50.115.184.114
66106107,2018-01-23,1654599250,846444658,395766,CloudPBX,98.159.46.82,7992,Cogeco Cable,50.115.184.114
71129652,2018-03-13,3227975507,846444685,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.184.141
71219092,2018-03-14,3227975506,846444685,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.184.141
64552901,2018-01-02,3227975506,846444782,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.184.238
64743600,2018-01-04,3227975507,846444782,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.184.238
64494964,2018-01-01,3227975506,846445455,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.187.143
64507169,2018-01-02,3227975507,846445455,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.187.143
66101105,2018-01-23,3227975251,846445455,395152,CloudPBX,192.102.254.83,7992,Cogeco Cable,50.115.187.143
66111498,2018-01-23,1654599251,846445455,395766,CloudPBX,98.159.46.83,7992,Cogeco Cable,50.115.187.143
66123814,2018-01-23,3227975250,846445455,395152,CloudPBX,192.102.254.82,7992,Cogeco Cable,50.115.187.143
66127531,2018-01-23,1654599250,846445455,395766,CloudPBX,98.159.46.82,7992,Cogeco Cable,50.115.187.143
77647916,2018-05-15,3227975506,846445527,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.187.215
77648344,2018-05-15,3227975507,846445527,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.187.215
77683154,2018-05-15,1654599251,846445527,395766,CloudPBX,98.159.46.83,7992,Cogeco Cable,50.115.187.215
77772116,2018-05-16,1654599250,846445527,395766,CloudPBX,98.159.46.82,7992,Cogeco Cable,50.115.187.215
78158409,2018-05-23,3227975251,846445527,395152,CloudPBX,192.102.254.83,7992,Cogeco Cable,50.115.187.215
78164225,2018-05-23,3227975250,846445527,395152,CloudPBX,192.102.254.82,7992,Cogeco Cable,50.115.187.215
64490899,2018-01-01,3227975506,846445562,393755,CloudPBX,192.102.255.82,7992,Cogeco Cable,50.115.187.250
64491198,2018-01-01,3227975507,846445562,393755,CloudPBX,192.102.255.83,7992,Cogeco Cable,50.115.187.250
64714470,2018-01-04,1654599250,846445562,395766,CloudPBX,98.159.46.82,7992,Cogeco Cable,50.115.187.250
64895289,2018-01-06,1654599251,846445562,395766,CloudPBX,98.159.46.83,7992,Cogeco Cable,50.115.187.250
66126517,2018-01-23,3227975250,846445562,395152,CloudPBX,192.102.254.82,7992,Cogeco Cable,50.115.187.250
64523637,2018-01-02,3227975507,851532189,393755,CloudPBX,192.102.255.83,7922,"Comcast Cable Communications, LLC",50.193.89.157
