,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
1054890,1210486946,3227975251,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1054895,3227975250,405972604,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40788,Start Communications,24.50.166.124,43.5588,-80.3004,False
1054911,3227975250,1761238213,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,15128,Comwave Telecom Inc.,104.250.92.197,43.0233,-81.1643,False
1054913,3227975251,1082947184,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40788,Start Communications,64.140.118.112,43.6572,-79.3783,False
1054916,3227975250,3225808180,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,False
1054918,3637557315,3227975250,577,Bell Canada,216.208.184.67,43.6319,-79.3716,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1054925,1654599251,412232343,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,False
1054928,1217118925,1654599251,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054934,1676624188,3227975250,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1054936,412232355,3227975250,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1054946,3233445238,1654599250,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054951,3227975251,855187221,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.249.31.21,39.3656,-76.6199,False
1054981,3227975250,1210498534,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.189.230,42.8833,-82.15,False
1055011,3227975250,1088896161,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,577,Bell Canada,64.231.60.161,42.9644,-82.3259,False
1055015,1654599251,2486945690,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,False
1055021,1654599250,1676917179,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,False
1055039,412232343,1654599251,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055044,3637557315,1654599250,577,Bell Canada,216.208.184.67,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055051,3225808180,3227975250,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055052,3227975250,1210492887,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,False
1055085,1654599250,412233259,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,False
1055091,1654599250,3638379600,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
1055096,3227975251,1611994918,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,96.21.23.38,46.8287,-71.334,False
1055099,1654599250,1082947564,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,64.140.119.236,43.6572,-79.3783,False
1055111,3227975250,1210458660,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,False
1055136,1654599250,3638379143,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,False
1055159,3233437606,3227975251,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055162,3227975250,1210505669,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,False
1055166,3638379050,3227975250,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055187,1654599251,2479012700,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,False
1055199,3227975250,411891757,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40788,Start Communications,24.140.248.45,42.9888,-82.3592,False
1055201,3227975251,1676918269,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,False
1055203,1217118925,3227975251,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055224,3638379143,3227975250,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055227,418079237,1654599251,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055241,1754333190,3227975250,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055249,3233437542,3227975250,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055267,1654599251,1210478642,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,False
1055289,1654599250,760135190,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,False
1055291,1217120689,1654599250,20453,Rogers Communications Canada Inc.,72.139.201.177,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055310,3227975250,2886637142,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",172.14.150.86,39.8227,-86.145,False
1055336,1654599250,2392981712,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.162.0.208,47.5986,-52.6926,False
1055353,1654599250,1217118592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,False
1055366,3227975251,3225808180,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,False
1055371,1654599250,1217118925,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,False
1055378,760135190,1654599250,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055380,3227975250,1754333190,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
1055384,1654599251,412232415,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,False
1055393,2266474874,3227975250,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055419,412233259,1654599251,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055420,1654599251,3638379600,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
1055443,1217118925,1654599250,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055454,3637557315,3227975251,577,Bell Canada,216.208.184.67,43.6319,-79.3716,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055467,1676918269,3227975250,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055471,846445455,3227975250,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055485,412233259,1654599250,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055504,1279698855,3227975251,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055518,846445455,1654599250,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055524,2734649919,3227975250,40788,Start Communications,162.255.114.63,43.623,-79.3936,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055536,3638379600,3227975251,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055537,1654599250,3518471202,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,False
1055598,1210458902,1654599250,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055613,1654599251,3233437542,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,False
1055614,3638379600,1654599251,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055639,755174458,1654599250,40788,Start Communications,45.3.12.58,43.2055,-79.9004,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055653,1654599250,2734649919,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,162.255.114.63,43.623,-79.3936,False
1055654,405976237,3227975251,40788,Start Communications,24.50.180.173,43.2271,-79.871,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055659,1654599251,2917629161,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,False
1055679,1210505628,3227975251,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055693,3227975251,1676624188,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,False
1055703,1654599250,418079237,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,False
1055729,1654599251,1754333190,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
1055737,1676506245,3227975250,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055777,1168513348,1654599251,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055789,755174249,3227975251,40788,Start Communications,45.3.11.105,43.2001,-79.5663,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055790,1082947124,1654599251,40788,Start Communications,64.140.118.52,43.6572,-79.3783,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055792,1654599250,1082947488,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
1055811,3227975251,1663736670,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",99.42.155.94,37.751,-97.822,False
1055817,1654599251,3518471202,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,False
1055823,1210478642,1654599251,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055833,1082947488,1654599250,40788,Start Communications,64.140.119.160,43.8404,-79.0251,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055834,1654599250,1210506860,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.222.108,42.2007,-83.0276,False
1055841,760135190,1654599251,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055842,405976237,1654599250,40788,Start Communications,24.50.180.173,43.2271,-79.871,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055844,1654599251,755172978,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.6.114,43.4881,-79.7098,False
1055845,1217073606,3227975251,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1055850,1654599250,1249172405,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,False
1055854,1761238166,3227975250,15128,Comwave Telecom Inc.,104.250.92.150,43.0233,-81.1643,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1055865,3227975251,1210486946,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
1055878,3227975250,855009785,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.246.105.249,38.9057,-76.9783,False
1055895,3227975251,1806414516,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,107.171.178.180,45.5055,-73.8789,False
1055911,3227975250,1611994918,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,5769,Videotron Telecom Ltee,96.21.23.38,46.8287,-71.334,False
1055962,1279698855,1654599250,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055970,3227975251,1217118925,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,False
1056009,2486945690,1654599250,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056017,3227975250,2266474874,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563,False
1056021,1654599250,1176754522,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,False
1056061,3227975250,3638379076,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.66.68,42.9888,-82.3592,False
1056078,3233432126,3227975251,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056081,1654599250,755174249,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,45.3.11.105,43.2001,-79.5663,False
1056103,1279698855,3227975250,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1056111,1654599251,846445455,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
1056129,1654599251,1210475242,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,False
1056177,3227975250,2730633589,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",162.194.41.117,39.8512,-86.2651,False
1056184,1654599250,2926783645,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,False
1056188,1654599251,1676624188,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,False
1056194,3227975251,1167923831,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,577,Bell Canada,69.157.26.119,44.4001,-79.6663,False
1056207,1176754522,3227975250,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1056275,3227975250,1217120017,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,72.139.199.17,43.6404,-79.3995,False
1056292,755175188,3227975251,40788,Start Communications,45.3.15.20,42.9915,-81.3402,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056300,3227975251,2479013111,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,False
1056305,3227975250,405974021,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40788,Start Communications,24.50.172.5,43.6655,-79.4204,False
1056341,2926783645,1654599250,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056346,3227975251,1282584635,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",76.114.176.59,39.2575,-76.4951,False
1056357,1654599251,1082947488,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
1056358,3227975251,3233445238,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15,False
1056374,1654599251,412232355,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167,False
1056377,1654599251,412233259,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,False
1056386,3227975250,3638379699,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.179,42.9578,-82.2777,False
1056389,1082947488,1654599251,40788,Start Communications,64.140.119.160,43.8404,-79.0251,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056401,1177845440,1654599251,577,Bell Canada,70.52.126.192,43.8333,-79.5,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056404,3225808180,1654599251,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056410,755175188,1654599250,40788,Start Communications,45.3.15.20,42.9915,-81.3402,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056411,1676226920,3227975250,812,Rogers Communications Canada Inc.,99.233.49.104,44.3572,-79.6929,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1056430,1654599250,1677535485,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.253.40.253,47.5334,-52.7595,False
1056435,3227975250,412232415,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,False
1056453,1654599250,846445455,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
1056474,3638379050,1654599250,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056485,3227975251,405978963,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40788,Start Communications,24.50.191.83,43.6655,-79.4378,False
1056511,1210505719,3227975251,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056523,1654599251,1210508163,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.227.131,42.9888,-82.3592,False
1056527,3638379050,3227975251,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056547,1217118538,1654599251,20453,Rogers Communications Canada Inc.,72.139.193.74,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056556,3227975251,1176754522,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,False
1056569,1654599250,1745809577,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",104.14.240.169,39.8686,-86.1003,False
1056612,3227975250,3349638557,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,22652,Fibrenoire Inc.,199.167.109.157,43.6564,-79.386,False
1056631,412232415,3227975251,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056646,1654599250,1167923831,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,577,Bell Canada,69.157.26.119,44.4001,-79.6663,False
1056681,3227975250,405978963,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40788,Start Communications,24.50.191.83,43.6655,-79.4378,False
1056702,1676918269,3227975251,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056754,3227975250,760129234,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,45.78.166.210,42.1783,-82.7715,False
1056757,405974330,3227975250,40788,Start Communications,24.50.173.58,42.9001,-78.9329,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1056783,3518471202,1654599251,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056791,3227975250,3233445238,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15,False
1056818,1210458874,1654599251,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056861,3227975250,3233432126,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,False
1056878,1082947488,3227975251,40788,Start Communications,64.140.119.160,43.8404,-79.0251,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056898,3227975251,1217356878,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504,False
1056903,3227975251,1082947488,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
1056971,1167923831,3227975251,577,Bell Canada,69.157.26.119,44.4001,-79.6663,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1056981,1210458777,3227975250,7992,Cogeco Cable,72.38.34.153,42.9888,-82.3592,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1056983,1654599250,1217073606,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,False
1057041,1654599250,413970142,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.174.222,39.9738,-86.1765,False
1057052,3227975251,1676226920,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.233.49.104,44.3572,-79.6929,False
1057053,3227975250,846445455,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
1057095,3227975251,405974442,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40788,Start Communications,24.50.173.170,43.6655,-79.4204,False
1057120,3227975251,411891757,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,40788,Start Communications,24.140.248.45,42.9888,-82.3592,False
1057172,1249172405,1654599251,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057207,405978963,3227975250,40788,Start Communications,24.50.191.83,43.6655,-79.4378,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1057229,1654599250,2266474874,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563,False
1057240,3227975250,3233437606,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,False
1057242,1654599250,1676918269,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,False
1057260,405976237,1654599251,40788,Start Communications,24.50.180.173,43.2271,-79.871,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057261,3227975250,1675902784,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.228.63.64,43.8582,-79.3985,False
1057282,3227975251,1217120689,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,72.139.201.177,43.6404,-79.3995,False
1057312,1168513348,3227975251,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
1057369,3227975251,3638379050,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,False
1057375,1654599251,1676225112,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.233.42.88,44.4001,-79.6663,False
1057399,3638379597,3227975250,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1057435,1210505628,1654599250,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057461,3638379657,1654599251,7992,Cogeco Cable,216.221.68.137,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057487,3227975250,1217118925,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,False
1057513,1210505628,1654599251,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057521,1217120017,1654599251,20453,Rogers Communications Canada Inc.,72.139.199.17,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057524,412232415,1654599250,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057575,3227975251,3518471202,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,False
1057576,3233432126,3227975250,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1057604,1210505719,3227975250,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
1057615,1210486946,1654599250,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057624,412232343,3227975251,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
